From	Entry	Entry Name	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
PCI98251.1	A0A2A4YU51	A0A2A4YU51_9FLAO	unreviewed	OmpA-like domain-containing protein	COB15_06295	Flavobacteriales bacterium	706	membrane [GO:0016020]	GO:0016020
MAE84417.1	A0A2D6AST1	A0A2D6AST1_9BACT	unreviewed	DUF4136 domain-containing protein	CMB80_16870	Flammeovirgaceae bacterium	200		
PCJ00639.1	A0A2A4Z0I1	A0A2A4Z0I1_9FLAO	unreviewed	TPR_REGION domain-containing protein	COB15_02380	Flavobacteriales bacterium	569		
RKQ96480.1	A0A495D684	A0A495D684_9PROT	unreviewed	Amino_oxidase domain-containing protein	C7435_1810	Maricaulis maris	490	oxidoreductase activity [GO:0016491]	GO:0016491
RKQ96479.1	A0A495D4Y8	A0A495D4Y8_9PROT	unreviewed	RNA polymerase sigma factor	C7435_1809	Maricaulis maris	217	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]	GO:0003677; GO:0006352; GO:0016987
OLF77684.1	A0A1Q8FUM6	A0A1Q8FUM6_9PROT	unreviewed	Autotransporter domain-containing protein	AWH62_03140	Maricaulis sp. W15	3445		
MAN02492.1	A0A2D8SJY9	A0A2D8SJY9_9FLAO	unreviewed	Alanine racemase (EC 5.1.1.1)	alr CMI35_05385	Owenweeksia sp	384	alanine racemase activity [GO:0008784]; pyridoxal phosphate binding [GO:0030170]; D-alanine biosynthetic process [GO:0030632]	GO:0008784; GO:0030170; GO:0030632
RKQ95940.1	A0A495D4K1	A0A495D4K1_9PROT	unreviewed	DUF2231 domain-containing protein	C7435_2185	Maricaulis maris	174	membrane [GO:0016020]	GO:0016020
PCJ25260.1	A0A2A5B1L8	A0A2A5B1L8_9FLAO	unreviewed	Thioredoxin domain-containing protein	COA97_08020	Flavobacteriales bacterium	489	antioxidant activity [GO:0016209]; oxidoreductase activity [GO:0016491]	GO:0016209; GO:0016491
ABI65131.1	Q0ARF6	Q0ARF6_MARMM	unreviewed	Signal peptidase I (EC 3.4.21.89)	Mmar10_0838	Maricaulis maris (strain MCS10)	254	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; signal peptide processing [GO:0006465]	GO:0004252; GO:0006465; GO:0016020
NOT73554.1	A0A7Y5CZ39	A0A7Y5CZ39_9BACT	unreviewed	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	lgt HOP08_01410	Cyclobacteriaceae bacterium	269	plasma membrane [GO:0005886]; phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity [GO:0008961]; lipoprotein biosynthetic process [GO:0042158]	GO:0005886; GO:0008961; GO:0042158
PJA09539.1	A0A2M7VY54	A0A2M7VY54_9FLAO	unreviewed	Histidine kinase domain-containing protein	COX70_01515	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	879	membrane [GO:0016020]; phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0016020
OLF80647.1	A0A1Q8FZ49	A0A1Q8FZ49_9PROT	unreviewed	DUF4197 domain-containing protein	AWH62_14960	Maricaulis sp. W15	231		
CAG7580332.1	A0A8D9CC40	A0A8D9CC40_9VIRU	unreviewed	Glutamine synthetase 2 (EC 6.3.1.2)	glnII SLAVMIC_00362	uncultured marine phage	353	glutamate-ammonia ligase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]	GO:0004356; GO:0006542
PJC61592.1	A0A2M8FQN0	A0A2M8FQN0_9FLAO	unreviewed	Secretion protein	CO022_08955	Flavobacteriales bacterium CG_4_9_14_0_2_um_filter_32_27	497		
PJB15309.1	A0A2M8ACL9	A0A2M8ACL9_9FLAO	unreviewed	Peptidase_M16_C domain-containing protein	CO118_04050	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	411	metal ion binding [GO:0046872]	GO:0046872
RZK17803.1	A0A519S251	A0A519S251_FLASP	unreviewed	CD-NTase-associated protein 12 (EC 3.2.2.5) (NAD(+) hydrolase) (TIR-STING)	EOO43_13145	Flavobacterium sp	311	NAD glycohydrolase activity [GO:0061810]	GO:0061810
PJC62829.1	A0A2M8FTY6	A0A2M8FTY6_9FLAO	unreviewed	Methionine--tRNA ligase subunit beta	metG CO022_02430	Flavobacteriales bacterium CG_4_9_14_0_2_um_filter_32_27	204	membrane [GO:0016020]; ATP binding [GO:0005524]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]	GO:0000049; GO:0004825; GO:0005524; GO:0006431; GO:0016020
PCJ28561.1	A0A2A5BB43	A0A2A5BB43_9FLAO	unreviewed	PPM-type phosphatase domain-containing protein	COA97_01050	Flavobacteriales bacterium	1078	membrane [GO:0016020]	GO:0016020
PCJ23741.1	A0A2A5AXB1	A0A2A5AXB1_9FLAO	unreviewed	Phosphohydrolase	COA97_10990	Flavobacteriales bacterium	685	membrane [GO:0016020]; hydrolase activity [GO:0016787]	GO:0016020; GO:0016787
MBI75033.1	A0A2E5UWX0	A0A2E5UWX0_9PROT	unreviewed	Sulfotransferase family protein	CMH94_05460	Oceanicaulis sp	170		
MAC94514.1	A0A2D5KCR8	A0A2D5KCR8_9FLAO	unreviewed	"CDP-glucose 4,6-dehydratase"	rfbG CMC96_03315 CMC96_08400	Flavobacteriales bacterium	351		
OFY89952.1	A0A1F3QJ21	A0A1F3QJ21_9BACT	unreviewed	DUF5606 domain-containing protein	A3K10_06630	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	178		
SNS41180.1	A0A239E8W7	A0A239E8W7_9BACT	unreviewed	WD40-like Beta Propeller Repeat	SAMN05421640_0034	Ekhidna lutea	1342	membrane [GO:0016020]	GO:0016020
HIC31059.1	A0A7C7K1Z7	A0A7C7K1Z7_9FLAO	unreviewed	4-hydroxyphenylpyruvate dioxygenase	EYO76_03995	Flavobacteriaceae bacterium	58	4-hydroxyphenylpyruvate dioxygenase activity [GO:0003868]; aromatic amino acid metabolic process [GO:0009072]	GO:0003868; GO:0009072
OFY84370.1	A0A1F3Q367	A0A1F3Q367_9BACT	unreviewed	3-oxoacyl-ACP synthase	A3F72_00985	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_35_15	337	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]	GO:0004315; GO:0006633
PCJ27630.1	A0A2A5B8D9	A0A2A5B8D9_9FLAO	unreviewed	Histidine kinase domain-containing protein	COA97_03150	Flavobacteriales bacterium	256	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155
PCI96294.1	A0A2A4YNH0	A0A2A4YNH0_9FLAO	unreviewed	Nucleoid-associated protein COB15_10875	COB15_10875	Flavobacteriales bacterium	103	bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; DNA binding [GO:0003677]	GO:0003677; GO:0005737; GO:0043590
PKP50963.1	A0A2N3A8T0	A0A2N3A8T0_9BACT	unreviewed	Peptidase S74 domain-containing protein	CVT95_02010	Bacteroidetes bacterium HGW-Bacteroidetes-12	1075		
PCJ01464.1	A0A2A4Z2W3	A0A2A4Z2W3_9FLAO	unreviewed	RNA polymerase subunit sigma-24	COB15_00645	Flavobacteriales bacterium	202	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription initiation [GO:0006352]	GO:0003677; GO:0006352; GO:0016987
OFY98626.1	A0A1F3R903	A0A1F3R903_9BACT	unreviewed	Glyco_trans_2-like domain-containing protein	A3K10_07025	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	275	membrane [GO:0016020]	GO:0016020
PKP39380.1	A0A2N2ZA23	A0A2N2ZA23_9BACT	unreviewed	PKD domain-containing protein	CVT98_02025	Bacteroidetes bacterium HGW-Bacteroidetes-15	464		
RKQ95186.1	A0A495D121	A0A495D121_9PROT	unreviewed	Protease 4 (EC 3.4.21.-) (Endopeptidase IV) (Protease IV) (Signal peptide peptidase)	C7435_2873	Maricaulis maris	611	plasma membrane [GO:0005886]; peptidase activity [GO:0008233]; signal peptide processing [GO:0006465]	GO:0005886; GO:0006465; GO:0008233
TRX46414.1	A0A553EN20	A0A553EN20_9BACT	unreviewed	Acyl-CoA desaturase	FNH22_30875	Fulvivirga sp. M361	314	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]; lipid metabolic process [GO:0006629]	GO:0006629; GO:0016020; GO:0016491
NEQ77952.1	A0A846B4V8	A0A846B4V8_9CYAN	unreviewed	Tyrosine-type recombinase/integrase	F6K23_36050	Okeania sp. SIO2C9	316	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074
PJC62243.1	A0A2M8FS66	A0A2M8FS66_9FLAO	unreviewed	T9SS type A sorting domain-containing protein	CO022_05580	Flavobacteriales bacterium CG_4_9_14_0_2_um_filter_32_27	400		
PCJ24343.1	A0A2A5AYH9	A0A2A5AYH9_9FLAO	unreviewed	Glycosyl transferase	COA97_10020	Flavobacteriales bacterium	342	glycosyltransferase activity [GO:0016757]	GO:0016757
OQA00890.1	A0A1V5N639	A0A1V5N639_9BACT	unreviewed	Por_Secre_tail domain-containing protein	BWY70_00564	Bacteroidetes bacterium ADurb.Bin408	724		
PCI98550.1	A0A2A4YV85	A0A2A4YV85_9FLAO	unreviewed	L-glutamate gamma-semialdehyde dehydrogenase (EC 1.2.1.88) (L-glutamate gamma-semialdehyde dehydrogenase)	pruA COB15_05815	Flavobacteriales bacterium	541	1-pyrroline-5-carboxylate dehydrogenase activity [GO:0003842]; proline catabolic process to glutamate [GO:0010133]	GO:0003842; GO:0010133
HEO64535.1	A0A7C2PTU3	A0A7C2PTU3_9SPIR	unreviewed	SRPBCC family protein	ENI73_01565	Spirochaetes bacterium	146		
PCJ28884.1	A0A2A5BBD2	A0A2A5BBD2_9FLAO	unreviewed	50S ribosomal protein L24	rplX COA97_00670	Flavobacteriales bacterium	108	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
PJA07441.1	A0A2M7VUR4	A0A2M7VUR4_9FLAO	unreviewed	Protein BatD	COX70_06590	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	599	membrane [GO:0016020]	GO:0016020
RKR00447.1	A0A495DDN2	A0A495DDN2_9PROT	unreviewed	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH C7435_1655	Maricaulis maris	316	"4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745]; metal ion binding [GO:0046872]; dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]"	GO:0016114; GO:0019288; GO:0046872; GO:0050992; GO:0051539; GO:0051745
RKR03212.1	A0A495DKV3	A0A495DKV3_9PROT	unreviewed	TonB-dependent receptor-like protein	C7435_1163	Maricaulis maris	974	cell outer membrane [GO:0009279]	GO:0009279
PCI99402.1	A0A2A4YX49	A0A2A4YX49_9FLAO	unreviewed	Energy transducer TonB	COB15_04265	Flavobacteriales bacterium	226	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	GO:0005886; GO:0055085
OFY89012.1	A0A1F3QGH0	A0A1F3QGH0_9BACT	unreviewed	UvrD-like helicase ATP-binding domain-containing protein	A3K10_13670	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	212	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]	GO:0003677; GO:0003678; GO:0005524; GO:0016887
RKQ95672.1	A0A495D2A0	A0A495D2A0_9PROT	unreviewed	ANTAR domain-containing protein	C7435_2778	Maricaulis maris	118		
AZU05152.1	A0A3T0ECW9	A0A3T0ECW9_9PROT	unreviewed	DUF1013 domain-containing protein	X907_2641	Glycocaulis alkaliphilus	262		
OIO51231.1	A0A1J4WY72	A0A1J4WY72_9BACT	unreviewed	Epimerase domain-containing protein	AUJ11_02020	Parcubacteria group bacterium CG1_02_44_65	303		
PCJ22915.1	A0A2A5AUK3	A0A2A5AUK3_9FLAO	unreviewed	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA COA97_12695	Flavobacteriales bacterium	277	cytoplasm [GO:0005737]; ribosome [GO:0005840]; protein methyltransferase activity [GO:0008276]	GO:0005737; GO:0005840; GO:0008276
PCJ00431.1	A0A2A4Z0M0	A0A2A4Z0M0_9FLAO	unreviewed	Dihydroorotase	COB15_02680	Flavobacteriales bacterium	428	dihydroorotase activity [GO:0004151]; metal ion binding [GO:0046872]; pyrimidine nucleotide biosynthetic process [GO:0006221]	GO:0004151; GO:0006221; GO:0046872
PKP43315.1	A0A2N2ZL87	A0A2N2ZL87_9BACT	unreviewed	30S ribosomal protein S6--L-glutamate ligase	CVT95_12250	Bacteroidetes bacterium HGW-Bacteroidetes-12	277	ribosome [GO:0005840]; ATP binding [GO:0005524]; ligase activity [GO:0016874]; metal ion binding [GO:0046872]; protein modification process [GO:0036211]; translation [GO:0006412]	GO:0005524; GO:0005840; GO:0006412; GO:0016874; GO:0036211; GO:0046872
ABI66180.1	Q0ANF7	Q0ANF7_MARMM	unreviewed	ABC transporter permease	Mmar10_1888	Maricaulis maris (strain MCS10)	296	membrane [GO:0016020]	GO:0016020
PCJ24591.1	A0A2A5AZR1	A0A2A5AZR1_9FLAO	unreviewed	Exodeoxyribonuclease III	xth COA97_09420	Flavobacteriales bacterium	255	DNA binding [GO:0003677]; endonuclease activity [GO:0004519]; exodeoxyribonuclease III activity [GO:0008853]; DNA repair [GO:0006281]	GO:0003677; GO:0004519; GO:0006281; GO:0008853
RYG41526.1	A0A4Q3VM52	A0A4Q3VM52_9BACT	unreviewed	FAD-dependent oxidoreductase	EOO01_24960	Chitinophagaceae bacterium	263	oxidoreductase activity [GO:0016491]	GO:0016491
HAP58783.1	A0A3C1ZU04	A0A3C1ZU04_9BACT	unreviewed	Isoquinoline 1-oxidoreductase	DCR93_04490	Cytophagales bacterium	280	oxidoreductase activity [GO:0016491]	GO:0016491
PJB14512.1	A0A2M8AA77	A0A2M8AA77_9FLAO	unreviewed	PKD domain-containing protein	CO118_08220	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	858		
TAN63586.1	A0A522WLN2	A0A522WLN2_9PROT	unreviewed	Carbamoyltransferase	EPN20_09445	Magnetospirillum sp	432	catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]	GO:0003824; GO:0009058
PCI93636.1	A0A2A4YFN0	A0A2A4YFN0_9FLAO	unreviewed	SdrD_B domain-containing protein	COB15_16030	Flavobacteriales bacterium	752		
MAC39441.1	A0A2D5FSN7	A0A2D5FSN7_9PROT	unreviewed	Sel1 repeat family protein	CMH93_07950	Oceanicaulis sp	90		
PCJ27239.1	A0A2A5B6T2	A0A2A5B6T2_9FLAO	unreviewed	Purine nucleoside phosphorylase (EC 2.4.2.1) (Inosine-guanosine phosphorylase)	COA97_04250	Flavobacteriales bacterium	270	purine-nucleoside phosphorylase activity [GO:0004731]; nucleoside metabolic process [GO:0009116]	GO:0004731; GO:0009116
SDM04409.1	A0A1G9Q092	A0A1G9Q092_9PROT	unreviewed	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A)	dusA SAMN04488568_104108	Maricaulis salignorans	316	flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; tRNA binding [GO:0000049]; tRNA-dihydrouridine20 synthase activity [GO:0102264]	GO:0000049; GO:0010181; GO:0050660; GO:0102264
PJA08059.1	A0A2M7VVW8	A0A2M7VVW8_9FLAO	unreviewed	Long-chain fatty acid--CoA ligase	COX70_04805	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	585	ligase activity [GO:0016874]	GO:0016874
MAK64277.1	A0A2D7Y4A0	A0A2D7Y4A0_9PROT	unreviewed	Class II aldolase	CMF75_05965	Maricaulis sp	255		
PCI97771.1	A0A2A4YSR3	A0A2A4YSR3_9FLAO	unreviewed	Nitrite reductase	COB15_07110	Flavobacteriales bacterium	701	heme binding [GO:0020037]; iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0020037; GO:0051536
PCI96389.1	A0A2A4YPF3	A0A2A4YPF3_9FLAO	unreviewed	MFS transporter	COB15_10500	Flavobacteriales bacterium	425	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
KJS06901.1	A0A0F2P0J5	A0A0F2P0J5_9FLAO	unreviewed	LTD domain-containing protein	VR77_03015	Flavobacteriales bacterium BRH_c54	670		
ANK81683.1	A0A192IK69	A0A192IK69_9HYPH	unreviewed	TPR_REGION domain-containing protein	TEF_13415	Rhizobiales bacterium NRL2	799		
RKQ96689.1	A0A495D5J3	A0A495D5J3_9PROT	unreviewed	DUF1674 domain-containing protein	C7435_2022	Maricaulis maris	94		
PCJ28320.1	A0A2A5BAB9	A0A2A5BAB9_9FLAO	unreviewed	Conserved domain protein	COA97_01425	Flavobacteriales bacterium	162		
MAK64500.1	A0A2D7Y519	A0A2D7Y519_9PROT	unreviewed	Amino acid ABC transporter substrate-binding protein	CMF75_07150	Maricaulis sp	338		
PCI93324.1	A0A2A4YF22	A0A2A4YF22_9FLAO	unreviewed	Signal peptidase I (EC 3.4.21.89)	COB15_16600	Flavobacteriales bacterium	338	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; signal peptide processing [GO:0006465]	GO:0004252; GO:0006465; GO:0016020
RKQ96750.1	A0A495D701	A0A495D701_9PROT	unreviewed	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)	hslU C7435_2084	Maricaulis maris	435	HslUV protease complex [GO:0009376]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteasome-activating activity [GO:0036402]; protein unfolding [GO:0043335]; proteolysis [GO:0006508]	GO:0005524; GO:0006508; GO:0008233; GO:0009376; GO:0016887; GO:0036402; GO:0043335
HAD61545.1	A0A3B9D0L5	A0A3B9D0L5_9PLAN	unreviewed	Chromosome segregation protein	DCG12_20085	Planctomycetaceae bacterium	318	electron transfer activity [GO:0009055]; heme binding [GO:0020037]	GO:0009055; GO:0020037
PJA09321.1	A0A2M7VXN8	A0A2M7VXN8_9FLAO	unreviewed	DUF2007 domain-containing protein	COX70_01970	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	78		
PCJ26195.1	A0A2A5B3Z8	A0A2A5B3Z8_9FLAO	unreviewed	PKD domain-containing protein	COA97_06525	Flavobacteriales bacterium	713	membrane [GO:0016020]	GO:0016020
PIZ05348.1	A0A2M7RT32	A0A2M7RT32_9FLAO	unreviewed	MG2 domain-containing protein	COY57_07790	Flavobacteriales bacterium CG_4_10_14_0_8_um_filter_32_5	606	endopeptidase inhibitor activity [GO:0004866]	GO:0004866
PCI97264.1	A0A2A4YR67	A0A2A4YR67_9FLAO	unreviewed	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD COB15_08050	Flavobacteriales bacterium	292	methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]	GO:0000105; GO:0004477; GO:0004488; GO:0006164; GO:0009086; GO:0035999
PJB14477.1	A0A2M8AAC8	A0A2M8AAC8_9FLAO	unreviewed	AAA family ATPase	CO118_08545	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	128	DNA binding [GO:0003677]; DNA replication [GO:0006260]	GO:0003677; GO:0006260
OLF75435.1	A0A1Q8FRW1	A0A1Q8FRW1_9PROT	unreviewed	tRNA modification GTPase MnmE (EC 3.6.-.-)	mnmE trmE AWH62_06345	Maricaulis sp. W15	438	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; metal ion binding [GO:0046872]; tRNA modification [GO:0006400]	GO:0003924; GO:0005525; GO:0005737; GO:0006400; GO:0046872
CCB65807.1	F8J5A0	F8J5A0_HYPSM	unreviewed	Uncharacterized protein	HYPMC_2590	Hyphomicrobium sp. (strain MC1)	68		
PCJ27403.1	A0A2A5B783	A0A2A5B783_9FLAO	unreviewed	4-amino-4-deoxychorismate lyase	COA97_03800	Flavobacteriales bacterium	291	catalytic activity [GO:0003824]	GO:0003824
PCI97273.1	A0A2A4YR51	A0A2A4YR51_9FLAO	unreviewed	"1,4-dihydroxy-6-naphtoate synthase (EC 4.1.-.-) (Menaquinone biosynthetic enzyme MqnD)"	mqnD COB15_08095	Flavobacteriales bacterium	277	carbon-carbon lyase activity [GO:0016830]; menaquinone biosynthetic process [GO:0009234]	GO:0009234; GO:0016830
PJA09669.1	A0A2M7VYI8	A0A2M7VYI8_9FLAO	unreviewed	"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)"	bioA COX70_01160	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	421	cytoplasm [GO:0005737]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]	GO:0004015; GO:0005737; GO:0009102; GO:0030170
MAB95547.1	A0A2D5C7C7	A0A2D5C7C7_9FLAO	unreviewed	Aconitate hydratase	CMC98_05540	Flavobacteriales bacterium	230	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	GO:0046872; GO:0051536
PJB14918.1	A0A2M8ABD8	A0A2M8ABD8_9FLAO	unreviewed	Translocation/assembly module TamB	CO118_06155	Flavobacteriales bacterium CG_4_9_14_3_um_filter_32_8	1462	membrane [GO:0016020]; protein secretion [GO:0009306]	GO:0009306; GO:0016020
KWW26465.1	A0A132GPZ6	A0A132GPZ6_9BACT	unreviewed	Uncharacterized protein	AUK64_2547	bacterium P201	289		
VXB20269.1	A0A653NTE6	A0A653NTE6_9FLAO	unreviewed	Oxidoreductase	MARI151_20004	Maribacter litoralis	55		
NEN22383.1	A0A7K3WL63	A0A7K3WL63_9FLAO	unreviewed	GH3 auxin-responsive promoter family protein	G3O08_02560	Cryomorpha ignava	507		
OFY88853.1	A0A1F3QFW9	A0A1F3QFW9_9BACT	unreviewed	FlgD_ig domain-containing protein	A3K10_12215	Bacteroidetes bacterium RIFCSPLOWO2_12_FULL_31_6	320		
PCI97775.1	A0A2A4YTY2	A0A2A4YTY2_9FLAO	unreviewed	Disulfide bond formation regulator	COB15_07130	Flavobacteriales bacterium	136		
RKR03233.1	A0A495DKU4	A0A495DKU4_9PROT	unreviewed	peptidylprolyl isomerase (EC 5.2.1.8)	C7435_1187	Maricaulis maris	305	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; protein peptidyl-prolyl isomerization [GO:0000413]	GO:0000413; GO:0003755
KAB2859600.1	A0A7J5EF18	A0A7J5EF18_9FLAO	unreviewed	T2SSC domain-containing protein	F9K09_01390	Flavobacteriales bacterium	159	membrane [GO:0016020]	GO:0016020
MAC39502.1	A0A2D5FSZ3	A0A2D5FSZ3_9PROT	unreviewed	Glutathione S-transferase	CMH93_08265	Oceanicaulis sp	208	transferase activity [GO:0016740]	GO:0016740
PCJ25810.1	A0A2A5B366	A0A2A5B366_9FLAO	unreviewed	TPR_REGION domain-containing protein	COA97_06955	Flavobacteriales bacterium	573		
ABI65374.1	Q0AQR3	Q0AQR3_MARMM	unreviewed	Holdfast attachment protein D	Mmar10_1081	Maricaulis maris (strain MCS10)	401		
MAK64334.1	A0A2D7Y4H2	A0A2D7Y4H2_9PROT	unreviewed	Acyl-CoA dehydrogenase	CMF75_06255	Maricaulis sp	282	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660
PCI99207.1	A0A2A4YY26	A0A2A4YY26_9FLAO	unreviewed	PPM-type phosphatase domain-containing protein	COB15_04605	Flavobacteriales bacterium	667	membrane [GO:0016020]	GO:0016020
PJA07272.1	A0A2M7VUB5	A0A2M7VUB5_9FLAO	unreviewed	Kynurenine 3-monooxygenase	COX70_07460	Flavobacteriales bacterium CG_4_10_14_0_2_um_filter_32_8	155	monooxygenase activity [GO:0004497]	GO:0004497
OFY81573.1	A0A1F3PV39	A0A1F3PV39_9BACT	unreviewed	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]	hisI hisIE A2V46_16035	Bacteroidetes bacterium RBG_19FT_COMBO_42_7	196	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosyl-AMP cyclohydrolase activity [GO:0004635]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; histidine biosynthetic process [GO:0000105]	GO:0000105; GO:0004635; GO:0004636; GO:0005524; GO:0005737
