From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology IDs
WP_011643474.1	Q0APG0	unreviewed	Q0APG0_MARMM	Bifunctional deaminase-reductase domain protein	Mmar10_1535	Maricaulis maris (strain MCS10)	191	5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; riboflavin biosynthetic process [GO:0009231]	GO:0008703; GO:0009231
WP_075191566.1	A0A1Q8FHS7	unreviewed	A0A1Q8FHS7_9PROT	Lipoprotein	AWH62_13510	Maricaulis sp. W15	935		
WP_011644919.1	Q0AKB8	unreviewed	Q0AKB8_MARMM	Uncharacterized protein	Mmar10_2994	Maricaulis maris (strain MCS10)	188	membrane [GO:0016020]	GO:0016020
WP_011642677.1	Q0ARQ7	unreviewed	Q0ARQ7_MARMM	Cytochrome b	Mmar10_0737	Maricaulis maris (strain MCS10)	428	respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; respiratory electron transport chain [GO:0022904]	GO:0008121; GO:0022904; GO:0045275; GO:0046872
WP_075189360.1	A0A1Q8FWP5	unreviewed	A0A1Q8FWP5_9PROT	Cytochrome b	AWH62_15590	Maricaulis sp. W15	424	respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; respiratory electron transport chain [GO:0022904]	GO:0008121; GO:0022904; GO:0045275; GO:0046872
WP_075189360.1	A0A495DMF7	unreviewed	A0A495DMF7_9PROT	Cytochrome b	C7435_0552	Maricaulis maris	424	respiratory chain complex III [GO:0045275]; metal ion binding [GO:0046872]; ubiquinol-cytochrome-c reductase activity [GO:0008121]; respiratory electron transport chain [GO:0022904]	GO:0008121; GO:0022904; GO:0045275; GO:0046872
WP_011644762.1	Q0AKS5	unreviewed	Q0AKS5_MARMM	STAS/SEC14 domain-containing protein	Mmar10_2837	Maricaulis maris (strain MCS10)	125		
WP_075188800.1	A0A1Q8G1I6	unreviewed	A0A1Q8G1I6_9PROT	Probable membrane transporter protein	AWH62_02165	Maricaulis sp. W15	311	plasma membrane [GO:0005886]	GO:0005886
WP_075188800.1	A0A495DNQ9	unreviewed	A0A495DNQ9_9PROT	Probable membrane transporter protein	C7435_0344	Maricaulis maris	311	plasma membrane [GO:0005886]	GO:0005886
WP_075190461.1	A0A1Q8FNR1	unreviewed	A0A1Q8FNR1_9PROT	Spore coat polysaccharide biosynthesis protein SpsF	AWH62_07750	Maricaulis sp. W15	242		
WP_075190462.1	A0A1Q8FNU4	unreviewed	A0A1Q8FNU4_9PROT	ATP-grasp domain-containing protein	AWH62_07755	Maricaulis sp. W15	350	ATP binding [GO:0005524]; catalytic activity [GO:0003824]; metal ion binding [GO:0046872]	GO:0003824; GO:0005524; GO:0046872
WP_011642060.1	Q0ATH4	unreviewed	Q0ATH4_MARMM	Glutathione S-transferase-like protein	Mmar10_0117	Maricaulis maris (strain MCS10)	225	transferase activity [GO:0016740]	GO:0016740
WP_075190636.1	A0A1Q8FLF7	unreviewed	A0A1Q8FLF7_9PROT	GTP pyrophosphokinase rsh ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase)	AWH62_08535	Maricaulis sp. W15	742	kinase activity [GO:0016301]; guanosine tetraphosphate metabolic process [GO:0015969]; phosphorylation [GO:0016310]	GO:0015969; GO:0016301; GO:0016310
WP_075190636.1	A0A495DJZ6	unreviewed	A0A495DJZ6_9PROT	GTP pyrophosphokinase rsh ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase)	C7435_0876	Maricaulis maris	742	guanosine tetraphosphate metabolic process [GO:0015969]	GO:0015969
WP_011644868.1	Q0AKG9	unreviewed	Q0AKG9_MARMM	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family	Mmar10_2943	Maricaulis maris (strain MCS10)	424	FAD binding [GO:0071949]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen [GO:0016709]; ubiquinone biosynthetic process [GO:0006744]	GO:0006744; GO:0016709; GO:0071949
WP_011643997.1	Q0AMY5	unreviewed	Q0AMY5_MARMM	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA Mmar10_2060	Maricaulis maris (strain MCS10)	286	cytoplasm [GO:0005737]; ribosome [GO:0005840]; protein methyltransferase activity [GO:0008276]	GO:0005737; GO:0005840; GO:0008276
WP_075190985.1	A0A1Q8FKC8	unreviewed	A0A1Q8FKC8_9PROT	ABC transporter	AWH62_10425	Maricaulis sp. W15	345	plasma membrane [GO:0005886]; ABC-type ferric iron transporter activity [GO:0015408]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0015408
WP_075190649.1	A0A1Q8FLG2	unreviewed	A0A1Q8FLG2_9PROT	DUF1579 domain-containing protein	AWH62_08610	Maricaulis sp. W15	247		
WP_011644601.1	Q0AL86	unreviewed	Q0AL86_MARMM	2-keto-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14)	Mmar10_2671	Maricaulis maris (strain MCS10)	209	2-dehydro-3-deoxy-phosphogluconate aldolase activity [GO:0008675]	GO:0008675
WP_011643125.1	Q0AQF9	unreviewed	Q0AQF9_MARMM	Cold-shock DNA-binding protein family	Mmar10_1185	Maricaulis maris (strain MCS10)	69	cytosol [GO:0005829]; DNA binding [GO:0003677]	GO:0003677; GO:0005829
WP_011643730.1	Q0ANQ3	reviewed	RL2_MARMM	50S ribosomal protein L2	rplB Mmar10_1792	Maricaulis maris (strain MCS10)	278	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934; GO:0016740; GO:0019843
WP_011644447.1	Q0ALP0	reviewed	MNMC_MARMM	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]	mnmC Mmar10_2517	Maricaulis maris (strain MCS10)	585	cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-NH group of donors [GO:0016645]; tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity [GO:0004808]; tRNA wobble base modification [GO:0002097]	GO:0002097; GO:0004808; GO:0005737; GO:0016645; GO:0050660
WP_075190639.1	A0A1Q8FLF4	unreviewed	A0A1Q8FLF4_9PROT	Type-5 uracil-DNA glycosylase	AWH62_08555	Maricaulis sp. W15	220	4 iron, 4 sulfur cluster binding [GO:0051539]; DNA-deoxyinosine glycosylase activity [GO:0033958]; metal ion binding [GO:0046872]; uracil DNA N-glycosylase activity [GO:0004844]; base-excision repair [GO:0006284]	GO:0004844; GO:0006284; GO:0033958; GO:0046872; GO:0051539
WP_011642384.1	Q0ASK0	unreviewed	Q0ASK0_MARMM	Secreted protein	Mmar10_0444	Maricaulis maris (strain MCS10)	190		
WP_011644929.1	Q0AKA8	unreviewed	Q0AKA8_MARMM	Protein GrpE (HSP-70 cofactor)	grpE Mmar10_3004	Maricaulis maris (strain MCS10)	210	cytoplasm [GO:0005737]; adenyl-nucleotide exchange factor activity [GO:0000774]; chaperone binding [GO:0051087]; protein homodimerization activity [GO:0042803]; protein folding [GO:0006457]	GO:0000774; GO:0005737; GO:0006457; GO:0042803; GO:0051087
WP_075189292.1	A0A1Q8FYY1	unreviewed	A0A1Q8FYY1_9PROT	Acriflavin resistance protein	AWH62_15255	Maricaulis sp. W15	1047	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; response to toxic substance [GO:0009636]	GO:0005886; GO:0009636; GO:0022857
WP_075189507.1	A0A1Q8FUH1	unreviewed	A0A1Q8FUH1_9PROT	Threonine synthase (EC 4.2.3.1)	AWH62_02935	Maricaulis sp. W15	430	pyridoxal phosphate binding [GO:0030170]; threonine synthase activity [GO:0004795]; threonine biosynthetic process [GO:0009088]	GO:0004795; GO:0009088; GO:0030170
WP_011643037.1	Q0AQP7	unreviewed	Q0AQP7_MARMM	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	thrB Mmar10_1097	Maricaulis maris (strain MCS10)	314	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; homoserine kinase activity [GO:0004413]; phosphorylation [GO:0016310]; threonine biosynthetic process [GO:0009088]	GO:0004413; GO:0005524; GO:0005737; GO:0009088; GO:0016310
WP_075189517.1	A0A1Q8FUJ3	unreviewed	A0A1Q8FUJ3_9PROT	DUF481 domain-containing protein	AWH62_02985	Maricaulis sp. W15	307		
WP_075189589.1	A0A1Q8FUR4	unreviewed	A0A1Q8FUR4_9PROT	cytochrome-c oxidase (EC 7.1.1.9)	AWH62_03370	Maricaulis sp. W15	550	plasma membrane respiratory chain complex IV [GO:0045278]; cytochrome-c oxidase activity [GO:0004129]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; oxidative phosphorylation [GO:0006119]	GO:0004129; GO:0006119; GO:0020037; GO:0045278; GO:0046872
WP_011643376.1	Q0APQ8	unreviewed	Q0APQ8_MARMM	Cyclase/dehydrase	Mmar10_1437	Maricaulis maris (strain MCS10)	166	ubiquinone binding [GO:0048039]; cellular respiration [GO:0045333]; ubiquinone biosynthetic process [GO:0006744]	GO:0006744; GO:0045333; GO:0048039
WP_075191157.1	A0A1Q8FKF6	unreviewed	A0A1Q8FKF6_9PROT	DEAD/DEAH box helicase	AWH62_10770	Maricaulis sp. W15	769	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	GO:0003676; GO:0003724; GO:0005524; GO:0016787
WP_075190181.1	A0A1Q8FS16	unreviewed	A0A1Q8FS16_9PROT	Chaperone surA	AWH62_06350	Maricaulis sp. W15	82		
WP_075190181.1	A0A495D4D2	unreviewed	A0A495D4D2_9PROT	Chaperone surA	C7435_2065	Maricaulis maris	82		
WP_075190955.1	A0A1Q8FJV1	unreviewed	A0A1Q8FJV1_9PROT	DUF2497 domain-containing protein	AWH62_10240	Maricaulis sp. W15	194		
WP_075190955.1	A0A495D1I0	unreviewed	A0A495D1I0_9PROT	DUF2497 domain-containing protein	C7435_3015	Maricaulis maris	194		
WP_011643675.1	Q0ANV8	unreviewed	Q0ANV8_MARMM	Cyclic nucleotide-binding protein	Mmar10_1737	Maricaulis maris (strain MCS10)	584	hydrolase activity [GO:0016787]; lipid catabolic process [GO:0016042]	GO:0016042; GO:0016787
WP_011642690.1	Q0ARP4	unreviewed	Q0ARP4_MARMM	Phenazine biosynthesis protein PhzF family	Mmar10_0750	Maricaulis maris (strain MCS10)	306	catalytic activity [GO:0003824]; biosynthetic process [GO:0009058]	GO:0003824; GO:0009058
WP_011643152.1	Q0AQD2	reviewed	RS6_MARMM	30S ribosomal protein S6	rpsF Mmar10_1212	Maricaulis maris (strain MCS10)	117	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_075190786.1	A0A1Q8FLU2	unreviewed	A0A1Q8FLU2_9PROT	3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type II DHQase)	aroQ AWH62_09390	Maricaulis sp. W15	146	3-dehydroquinate dehydratase activity [GO:0003855]; amino acid biosynthetic process [GO:0008652]; aromatic amino acid family biosynthetic process [GO:0009073]; chorismate biosynthetic process [GO:0009423]	GO:0003855; GO:0008652; GO:0009073; GO:0009423
WP_011644745.1	Q0AKU2	unreviewed	Q0AKU2_MARMM	GGDEF domain-containing protein	Mmar10_2820	Maricaulis maris (strain MCS10)	456		
WP_075191371.1	A0A1Q8FI86	unreviewed	A0A1Q8FI86_9PROT	Fatty acid--CoA ligase	AWH62_12430	Maricaulis sp. W15	587	membrane [GO:0016020]; ligase activity [GO:0016874]	GO:0016020; GO:0016874
WP_075188766.1	A0A1Q8G1E1	unreviewed	A0A1Q8G1E1_9PROT	Cro/Cl family transcriptional regulator	AWH62_01990	Maricaulis sp. W15	66	DNA binding [GO:0003677]	GO:0003677
WP_075188766.1	A0A495DPE3	unreviewed	A0A495DPE3_9PROT	Xre family transcriptional regulator	C7435_0312	Maricaulis maris	66	DNA binding [GO:0003677]	GO:0003677
WP_075190560.1	A0A1Q8FP81	unreviewed	A0A1Q8FP81_9PROT	Glutaredoxin	AWH62_08305	Maricaulis sp. W15	110	2 iron, 2 sulfur cluster binding [GO:0051537]; disulfide oxidoreductase activity [GO:0015036]; metal ion binding [GO:0046872]	GO:0015036; GO:0046872; GO:0051537
WP_075190560.1	A0A495DCM1	unreviewed	A0A495DCM1_9PROT	Glutaredoxin	C7435_1266	Maricaulis maris	110	2 iron, 2 sulfur cluster binding [GO:0051537]; disulfide oxidoreductase activity [GO:0015036]; metal ion binding [GO:0046872]	GO:0015036; GO:0046872; GO:0051537
WP_075189352.1	A0A1Q8FWM1	unreviewed	A0A1Q8FWM1_9PROT	Conserved membrane protein	AWH62_15550	Maricaulis sp. W15	113	membrane [GO:0016020]	GO:0016020
WP_011643849.1	Q0AND3	unreviewed	Q0AND3_MARMM	Beta-N-acetylhexosaminidase (EC 3.2.1.52)	Mmar10_1912	Maricaulis maris (strain MCS10)	338	beta-N-acetylhexosaminidase activity [GO:0004563]; N-acetyl-beta-D-galactosaminidase activity [GO:0102148]; carbohydrate metabolic process [GO:0005975]	GO:0004563; GO:0005975; GO:0102148
WP_011644516.1	Q0ALH1	unreviewed	Q0ALH1_MARMM	FMN dependent NADH:quinone oxidoreductase (EC 1.6.5.-) (Azo-dye reductase) (FMN-dependent NADH-azo compound oxidoreductase) (FMN-dependent NADH-azoreductase) (EC 1.7.1.17)	azoR Mmar10_2586	Maricaulis maris (strain MCS10)	202	electron transfer activity [GO:0009055]; FMN binding [GO:0010181]; hydrolase activity [GO:0016787]; oxidoreductase activity, acting on NAD(P)H, NAD(P) as acceptor [GO:0016652]; oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor [GO:0016655]	GO:0009055; GO:0010181; GO:0016652; GO:0016655; GO:0016787
WP_011644852.1	Q0AKI5	unreviewed	Q0AKI5_MARMM	Polysaccharide biosynthesis protein CapD	Mmar10_2927	Maricaulis maris (strain MCS10)	633	membrane [GO:0016020]	GO:0016020
WP_011643636.1	Q0ANZ8	unreviewed	Q0ANZ8_MARMM	Histidine kinase	Mmar10_1697	Maricaulis maris (strain MCS10)	523	membrane [GO:0016020]	GO:0016020
WP_011644869.1	Q0AKG8	unreviewed	Q0AKG8_MARMM	DNA translocase FtsK	Mmar10_2944	Maricaulis maris (strain MCS10)	808	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; DNA binding [GO:0003677]	GO:0003677; GO:0005524; GO:0005886
WP_011643915.1	Q0AN67	unreviewed	Q0AN67_MARMM	Transferase hexapeptide repeat containing protein	Mmar10_1978	Maricaulis maris (strain MCS10)	221	transferase activity [GO:0016740]	GO:0016740
WP_011643545.1	Q0AP89	unreviewed	Q0AP89_MARMM	Transcriptional regulator, histidine utilization repressor, GntR family	Mmar10_1606	Maricaulis maris (strain MCS10)	244	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; histidine metabolic process [GO:0006547]; negative regulation of DNA-templated transcription [GO:0045892]	GO:0003677; GO:0003700; GO:0006547; GO:0045892
WP_075188512.1	A0A1Q8G0S7	unreviewed	A0A1Q8G0S7_9PROT	Fructose-bisphosphate aldolase (EC 4.1.2.13)	AWH62_00535	Maricaulis sp. W15	345	fructose-bisphosphate aldolase activity [GO:0004332]; glycolytic process [GO:0006096]	GO:0004332; GO:0006096
WP_075188512.1	A0A495DL30	unreviewed	A0A495DL30_9PROT	Fructose-bisphosphate aldolase (EC 4.1.2.13)	C7435_0065	Maricaulis maris	345	fructose-bisphosphate aldolase activity [GO:0004332]; glycolytic process [GO:0006096]	GO:0004332; GO:0006096
WP_075189214.1	A0A1Q8FZ22	unreviewed	A0A1Q8FZ22_9PROT	Enoyl-CoA hydratase	AWH62_14830	Maricaulis sp. W15	292	catalytic activity [GO:0003824]	GO:0003824
WP_011642739.1	Q0ARJ5	unreviewed	Q0ARJ5_MARMM	3-oxoacyl-(Acyl-carrier-protein) synthase (EC 2.3.1.41)	Mmar10_0799	Maricaulis maris (strain MCS10)	372	3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; fatty acid biosynthetic process [GO:0006633]	GO:0004315; GO:0006633
WP_075188803.1	A0A1Q8G1J0	unreviewed	A0A1Q8G1J0_9PROT	Transcriptional regulator	AWH62_02180	Maricaulis sp. W15	160	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0006355
WP_075188803.1	A0A495DLW1	unreviewed	A0A495DLW1_9PROT	MerR family transcriptional regulator	C7435_0347	Maricaulis maris	160	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0006355
WP_011642252.1	Q0ASY2	unreviewed	Q0ASY2_MARMM	Enoyl-CoA hydratase/isomerase	Mmar10_0312	Maricaulis maris (strain MCS10)	264	isomerase activity [GO:0016853]	GO:0016853
WP_075190701.1	A0A1Q8FLN1	unreviewed	A0A1Q8FLN1_9PROT	NADH-quinone oxidoreductase	AWH62_08900	Maricaulis sp. W15	226	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0046872; GO:0051537
WP_075191594.1	A0A1Q8FHV0	unreviewed	A0A1Q8FHV0_9PROT	Glutamate synthase	AWH62_13660	Maricaulis sp. W15	598	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0046872; GO:0051536
WP_011642046.1	Q0ATI8	unreviewed	Q0ATI8_MARMM	PTS IIA-like nitrogen-regulatory protein PtsN	Mmar10_0103	Maricaulis maris (strain MCS10)	154	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401
WP_011644595.1	Q0AL92	unreviewed	Q0AL92_MARMM	Acetyl-CoA acetyltransferase (EC 2.3.1.16)	Mmar10_2665	Maricaulis maris (strain MCS10)	390	acetyl-CoA C-acyltransferase activity [GO:0003988]	GO:0003988
WP_011643347.1	Q0APT7	reviewed	PYRG_MARMM	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG Mmar10_1408	Maricaulis maris (strain MCS10)	542	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; metal ion binding [GO:0046872]; 'de novo' CTP biosynthetic process [GO:0044210]; glutamine metabolic process [GO:0006541]	GO:0003883; GO:0004359; GO:0005524; GO:0006541; GO:0044210; GO:0046872
WP_068417843.1	A0A150X2N8	unreviewed	A0A150X2N8_9BACT	ATP-dependent RNA helicase DeaD	AWN68_09760	Roseivirga echinicomitans	584	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	GO:0003676; GO:0003724; GO:0005524; GO:0016787
WP_075191236.1	A0A1Q8FJ27	unreviewed	A0A1Q8FJ27_9PROT	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE AWH62_11670	Maricaulis sp. W15	205	GTP binding [GO:0005525]; GTP cyclohydrolase I activity [GO:0003934]; zinc ion binding [GO:0008270]; 7,8-dihydroneopterin 3'-triphosphate biosynthetic process [GO:0035998]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	GO:0003934; GO:0005525; GO:0006730; GO:0008270; GO:0035998; GO:0046654
WP_075191236.1	A0A495CYD1	unreviewed	A0A495CYD1_9PROT	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE C7435_3176	Maricaulis maris	205	GTP binding [GO:0005525]; GTP cyclohydrolase I activity [GO:0003934]; zinc ion binding [GO:0008270]; 7,8-dihydroneopterin 3'-triphosphate biosynthetic process [GO:0035998]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	GO:0003934; GO:0005525; GO:0006730; GO:0008270; GO:0035998; GO:0046654
WP_011643151.1	A0A1Q8FUX3	unreviewed	A0A1Q8FUX3_9PROT	30S ribosomal protein S18	rpsR AWH62_03690	Maricaulis sp. W15	84	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_011643151.1	Q0AQD3	reviewed	RS18_MARMM	30S ribosomal protein S18	rpsR Mmar10_1211	Maricaulis maris (strain MCS10)	84	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_011643151.1	A0A495D440	unreviewed	A0A495D440_9PROT	30S ribosomal protein S18	rpsR C7435_2652	Maricaulis maris	84	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_011643150.1	Q0AQD4	reviewed	RL9_MARMM	50S ribosomal protein L9	rplI Mmar10_1210	Maricaulis maris (strain MCS10)	209	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
WP_011641945.1	Q0ATT9	unreviewed	Q0ATT9_MARMM	Beta sliding clamp	Mmar10_0002	Maricaulis maris (strain MCS10)	372	cytoplasm [GO:0005737]; DNA polymerase III complex [GO:0009360]; 3'-5' exonuclease activity [GO:0008408]; DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; DNA replication [GO:0006260]	GO:0003677; GO:0003887; GO:0005737; GO:0006260; GO:0008408; GO:0009360
WP_011643879.1	Q0ANA3	unreviewed	Q0ANA3_MARMM	FlaA locus 229 kDa protein	Mmar10_1942	Maricaulis maris (strain MCS10)	243		
WP_075190483.1	A0A1Q8FNS9	unreviewed	A0A1Q8FNS9_9PROT	DUF6468 domain-containing protein	AWH62_07885	Maricaulis sp. W15	130	membrane [GO:0016020]	GO:0016020
WP_075190483.1	A0A495DCX6	unreviewed	A0A495DCX6_9PROT	DUF6468 domain-containing protein	C7435_1349	Maricaulis maris	130	membrane [GO:0016020]	GO:0016020
WP_011642678.1	Q0ARQ6	unreviewed	Q0ARQ6_MARMM	Cytochrome c1	Mmar10_0738	Maricaulis maris (strain MCS10)	269	membrane [GO:0016020]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]	GO:0009055; GO:0016020; GO:0020037; GO:0046872
WP_075189376.1	A0A1Q8FWJ5	unreviewed	A0A1Q8FWJ5_9PROT	Beta_elim_lyase domain-containing protein	AWH62_15655	Maricaulis sp. W15	366	lyase activity [GO:0016829]; amino acid metabolic process [GO:0006520]	GO:0006520; GO:0016829
WP_075190756.1	A0A1Q8FLX7	unreviewed	A0A1Q8FLX7_9PROT	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	AWH62_09215	Maricaulis sp. W15	396	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan catabolic process [GO:0009253]	GO:0008745; GO:0009253
